old_path,new_path,action,reason,confidence
new_leads_1/DAY0-DMS-2026-08-20.md,05 Prospects/New Leads 1 Batch 9/Day 0 DMs 2026-08-20.md,move,content-based routing → 05 Prospects/New Leads 1 Batch 9 | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3),high
new_leads_1/DAY0-DMS-2026-08-23.md,05 Prospects/New Leads 1 Batch 9/Day 0 DMs 2026-08-23.md,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/FLAG-RESOLUTIONS-2026-08-15.md,05 Prospects/New Leads 1 Batch 9/Flag Resolutions 2026-08-15.md,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/mystery shop 9.md,05 Prospects/New Leads 1 Batch 9/Mystery Shop 9.md,move,content-based routing → 05 Prospects/New Leads 1 Batch 9 | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3),high
new_leads_1/Mystery_Shop_2026-08-15-1.zip,05 Prospects/New Leads 1 Batch 9/Mystery_Shop_2026-08-15-1.zip,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/OPEN-CHECKS-2026-08-15.md,05 Prospects/New Leads 1 Batch 9/Open Checks 2026-08-15.md,move,content-based routing → 05 Prospects/New Leads 1 Batch 9 | renamed; 3 file(s) cite the old name in prose — update in the same commit (rule 3),medium
new_leads_1/SESSION-HANDOFF-2026-08-15.md,05 Prospects/New Leads 1 Batch 9/Session Handoff 2026-08-15.md,move,content-based routing → 05 Prospects/New Leads 1 Batch 9 | renamed; 2 file(s) cite the old name in prose — update in the same commit (rule 3),high
new_leads_1/SHOP-9-WEDGE-REVIEW-2026-08-19.md,05 Prospects/New Leads 1 Batch 9/Shop 9 Wedge Review 2026-08-19.md,move,content-based routing → 05 Prospects/New Leads 1 Batch 9 | renamed; 2 file(s) cite the old name in prose — update in the same commit (rule 3),high
new_leads_1/SHOP-QUEUE-01-10-2026-08-15.md,05 Prospects/New Leads 1 Batch 9/Shop Queue 01-10 2026-08-15.md,move,content-based routing → 05 Prospects/New Leads 1 Batch 9 | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3),high
new_leads_1/SHOP-QUEUE-11-20-2026-08-15.md,05 Prospects/New Leads 1 Batch 9/Shop Queue 11-20 2026-08-15.md,move,content-based routing → 05 Prospects/New Leads 1 Batch 9 | renamed; 3 file(s) cite the old name in prose — update in the same commit (rule 3),medium
new_leads_1/SHOP-QUEUE-2026-08-15.md,05 Prospects/New Leads 1 Batch 9/Shop Queue 2026-08-15.md,move,content-based routing → 05 Prospects/New Leads 1 Batch 9 | renamed; 2 file(s) cite the old name in prose — update in the same commit (rule 3),high
new_leads_1/SHOP-QUEUE-REMAINDER-2026-08-15.md,05 Prospects/New Leads 1 Batch 9/Shop Queue Remainder 2026-08-15.md,move,content-based routing → 05 Prospects/New Leads 1 Batch 9 | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3),high
new_leads_1/WEDGE-ANGLES-BATCH-9-2026-08-19.md,05 Prospects/New Leads 1 Batch 9/Wedge Angles Batch 9 2026-08-19.md,move,content-based routing → 05 Prospects/New Leads 1 Batch 9 | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3),high
new_leads_1/zone-leads.md,05 Prospects/New Leads 1 Batch 9/Zone Leads.md,move,content-based routing → 05 Prospects/New Leads 1 Batch 9 | renamed; 3 file(s) cite the old name in prose — update in the same commit (rule 3),medium
new_leads_1/build_targets.py,05 Prospects/New Leads 1 Batch 9/build_targets.py,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/consolidate.py,05 Prospects/New Leads 1 Batch 9/consolidate.py,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/fb_search_results.json,05 Prospects/New Leads 1 Batch 9/fb_search_results.json,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/fb_search_round3.json,05 Prospects/New Leads 1 Batch 9/fb_search_round3.json,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/fb_url_provenance.json,05 Prospects/New Leads 1 Batch 9/fb_url_provenance.json,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/fb_urls.json,05 Prospects/New Leads 1 Batch 9/fb_urls.json,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/fb_urls2.json,05 Prospects/New Leads 1 Batch 9/fb_urls2.json,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/find_socials.py,05 Prospects/New Leads 1 Batch 9/find_socials.py,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/gads_detail/1.json,05 Prospects/New Leads 1 Batch 9/gads_detail/1.json,move,"moved as a unit with its folder 'new_leads_1/gads_detail/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
new_leads_1/gads_detail/10.json,05 Prospects/New Leads 1 Batch 9/gads_detail/10.json,move,"moved as a unit with its folder 'new_leads_1/gads_detail/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
new_leads_1/gads_detail/11.json,05 Prospects/New Leads 1 Batch 9/gads_detail/11.json,move,"moved as a unit with its folder 'new_leads_1/gads_detail/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
new_leads_1/gads_detail/14.json,05 Prospects/New Leads 1 Batch 9/gads_detail/14.json,move,"moved as a unit with its folder 'new_leads_1/gads_detail/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
new_leads_1/gads_detail/16.json,05 Prospects/New Leads 1 Batch 9/gads_detail/16.json,move,"moved as a unit with its folder 'new_leads_1/gads_detail/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
new_leads_1/gads_detail/20.json,05 Prospects/New Leads 1 Batch 9/gads_detail/20.json,move,"moved as a unit with its folder 'new_leads_1/gads_detail/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
new_leads_1/gads_detail/26.json,05 Prospects/New Leads 1 Batch 9/gads_detail/26.json,move,"moved as a unit with its folder 'new_leads_1/gads_detail/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
new_leads_1/gads_detail/28.json,05 Prospects/New Leads 1 Batch 9/gads_detail/28.json,move,"moved as a unit with its folder 'new_leads_1/gads_detail/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
new_leads_1/gads_detail/3.json,05 Prospects/New Leads 1 Batch 9/gads_detail/3.json,move,"moved as a unit with its folder 'new_leads_1/gads_detail/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
new_leads_1/gads_detail/30.json,05 Prospects/New Leads 1 Batch 9/gads_detail/30.json,move,"moved as a unit with its folder 'new_leads_1/gads_detail/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
new_leads_1/gads_detail/35.json,05 Prospects/New Leads 1 Batch 9/gads_detail/35.json,move,"moved as a unit with its folder 'new_leads_1/gads_detail/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
new_leads_1/gads_detail/36.json,05 Prospects/New Leads 1 Batch 9/gads_detail/36.json,move,"moved as a unit with its folder 'new_leads_1/gads_detail/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
new_leads_1/gads_detail/39.json,05 Prospects/New Leads 1 Batch 9/gads_detail/39.json,move,"moved as a unit with its folder 'new_leads_1/gads_detail/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
new_leads_1/gads_detail/40.json,05 Prospects/New Leads 1 Batch 9/gads_detail/40.json,move,"moved as a unit with its folder 'new_leads_1/gads_detail/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
new_leads_1/gads_detail/5.json,05 Prospects/New Leads 1 Batch 9/gads_detail/5.json,move,"moved as a unit with its folder 'new_leads_1/gads_detail/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
new_leads_1/gads_detail/6.json,05 Prospects/New Leads 1 Batch 9/gads_detail/6.json,move,"moved as a unit with its folder 'new_leads_1/gads_detail/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
new_leads_1/gads_detail/7.json,05 Prospects/New Leads 1 Batch 9/gads_detail/7.json,move,"moved as a unit with its folder 'new_leads_1/gads_detail/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
new_leads_1/gads_detail/9.json,05 Prospects/New Leads 1 Batch 9/gads_detail/9.json,move,"moved as a unit with its folder 'new_leads_1/gads_detail/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
new_leads_1/gads_queries.json,05 Prospects/New Leads 1 Batch 9/gads_queries.json,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/gads_recency.py,05 Prospects/New Leads 1 Batch 9/gads_recency.py,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/google-ads-raw-2026-08-15.json,05 Prospects/New Leads 1 Batch 9/google-ads-raw-2026-08-15.json,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/google-ads-recency.json,05 Prospects/New Leads 1 Batch 9/google-ads-recency.json,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/instagram-raw-2026-08-15.json,05 Prospects/New Leads 1 Batch 9/instagram-raw-2026-08-15.json,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/instagram-summary.json,05 Prospects/New Leads 1 Batch 9/instagram-summary.json,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/meta-ads-raw-2026-08-15.json,05 Prospects/New Leads 1 Batch 9/meta-ads-raw-2026-08-15.json,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/meta-ads-summary-round2.json,05 Prospects/New Leads 1 Batch 9/meta-ads-summary-round2.json,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/meta-ads-summary-round3.json,05 Prospects/New Leads 1 Batch 9/meta-ads-summary-round3.json,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/meta-ads-summary.json,05 Prospects/New Leads 1 Batch 9/meta-ads-summary.json,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/results.json,05 Prospects/New Leads 1 Batch 9/results.json,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/socials.json,05 Prospects/New Leads 1 Batch 9/socials.json,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/targets.json,05 Prospects/New Leads 1 Batch 9/targets.json,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
se-bangalore-scrape/ADS-PRESENCE-2026-08-14.md,05 Prospects/SE Bangalore Scrape/Ads Presence 2026-08-14.md,move,content-based routing → 05 Prospects/SE Bangalore Scrape | renamed; 3 file(s) cite the old name in prose — update in the same commit (rule 3),medium
se-bangalore-scrape/NEW-CLINICS-TABLE.md,05 Prospects/SE Bangalore Scrape/New Clinics Table 2026-08-10.md,move,content-based routing → 05 Prospects/SE Bangalore Scrape | renamed; 3 file(s) cite the old name in prose — update in the same commit (rule 3),medium
se-bangalore-scrape/QUALIFIED-TARGETS-2026-08-14.md,05 Prospects/SE Bangalore Scrape/Qualified Targets 2026-08-14.md,move,content-based routing → 05 Prospects/SE Bangalore Scrape | renamed; 2 file(s) cite the old name in prose — update in the same commit (rule 3),high
se-bangalore-scrape/SHORTLIST-2026-08-14.md,05 Prospects/SE Bangalore Scrape/Shortlist 2026-08-14.md,move,content-based routing → 05 Prospects/SE Bangalore Scrape | renamed; 4 file(s) cite the old name in prose — update in the same commit (rule 3),medium
se-bangalore-scrape/autosave.log,05 Prospects/SE Bangalore Scrape/autosave.log,move,content-based routing → 05 Prospects/SE Bangalore Scrape,high
se-bangalore-scrape/autosave.sh,05 Prospects/SE Bangalore Scrape/autosave.sh,move,content-based routing → 05 Prospects/SE Bangalore Scrape,high
se-bangalore-scrape/gen_targets.py,05 Prospects/SE Bangalore Scrape/gen_targets.py,move,content-based routing → 05 Prospects/SE Bangalore Scrape,high
se-bangalore-scrape/process.py,05 Prospects/SE Bangalore Scrape/process.py,move,content-based routing → 05 Prospects/SE Bangalore Scrape,high
se-bangalore-scrape/raw/bannerghatta.json,05 Prospects/SE Bangalore Scrape/raw/bannerghatta.json,move,"moved as a unit with its folder 'se-bangalore-scrape/raw/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
se-bangalore-scrape/raw/bommanahalli_partial.json,05 Prospects/SE Bangalore Scrape/raw/bommanahalli_partial.json,move,"moved as a unit with its folder 'se-bangalore-scrape/raw/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
se-bangalore-scrape/raw/eleccity.json,05 Prospects/SE Bangalore Scrape/raw/eleccity.json,move,"moved as a unit with its folder 'se-bangalore-scrape/raw/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
se-bangalore-scrape/raw/hsr.json,05 Prospects/SE Bangalore Scrape/raw/hsr.json,move,"moved as a unit with its folder 'se-bangalore-scrape/raw/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
se-bangalore-scrape/raw/sarjapur_partial.json,05 Prospects/SE Bangalore Scrape/raw/sarjapur_partial.json,move,"moved as a unit with its folder 'se-bangalore-scrape/raw/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
se-bangalore-scrape/results.json,05 Prospects/SE Bangalore Scrape/results.json,move,content-based routing → 05 Prospects/SE Bangalore Scrape,high
Pre-outbound-research/south-bangalore-scrape-2026-08-10.csv,05 Prospects/SE Bangalore Scrape/south-bangalore-scrape-2026-08-10.csv,move,"content-based routing → 05 Prospects/SE Bangalore Scrape | CSV export of the SE Bangalore scrape, filed with that cohort not Batch 1",medium
clinics/amintri-skin-hair-clinic.md,05 Prospects/Scrape 2026-07-19/Amintri Skin Hair Clinic.md,move,content-based routing → 05 Prospects/Scrape 2026-07-19,high
clinics/beeyens-skin-and-laser-clinic.md,05 Prospects/Scrape 2026-07-19/Beeyens Skin and Laser Clinic.md,move,content-based routing → 05 Prospects/Scrape 2026-07-19,high
clinics/clinique-hair-transplant-centre.md,05 Prospects/Scrape 2026-07-19/Clinique Hair Transplant Centre.md,move,content-based routing → 05 Prospects/Scrape 2026-07-19,high
clinics/dermaqure.md,05 Prospects/Scrape 2026-07-19/Dermaqure.md,move,content-based routing → 05 Prospects/Scrape 2026-07-19,high
clinics/dr-praba-independent-clinic.md,05 Prospects/Scrape 2026-07-19/Dr. Praba Independent Clinic.md,move,content-based routing → 05 Prospects/Scrape 2026-07-19,high
clinics/evenly-skin-and-hair-clinic.md,05 Prospects/Scrape 2026-07-19/Evenly Skin and Hair Clinic.md,move,content-based routing → 05 Prospects/Scrape 2026-07-19 | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3),high
clinics/looks-hair-and-skin-clinic.md,05 Prospects/Scrape 2026-07-19/Looks Hair and Skin Clinic.md,move,content-based routing → 05 Prospects/Scrape 2026-07-19,high
clinics/mister-hair-clinic.md,05 Prospects/Scrape 2026-07-19/Mister Hair Clinic.md,move,content-based routing → 05 Prospects/Scrape 2026-07-19,high
clinics/nikhilesh-dental-clinic.md,05 Prospects/Scrape 2026-07-19/Nikhilesh Dental Clinic.md,move,content-based routing → 05 Prospects/Scrape 2026-07-19,high
clinics/rejected-candidates.md,05 Prospects/Scrape 2026-07-19/Rejected Candidates 2026-07-19.md,move,content-based routing → 05 Prospects/Scrape 2026-07-19 | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3),high
clinics/smile-world-dental-clinic.md,05 Prospects/Scrape 2026-07-19/Smile World Dental Clinic.md,move,content-based routing → 05 Prospects/Scrape 2026-07-19,high
clinics/the-derma-theory.md,05 Prospects/Scrape 2026-07-19/The Derma Theory.md,move,content-based routing → 05 Prospects/Scrape 2026-07-19,high
clinics/tooth-and-root-dental-clinic.md,05 Prospects/Scrape 2026-07-19/Tooth and Root Dental Clinic.md,move,content-based routing → 05 Prospects/Scrape 2026-07-19,high
clinics/vrudhii-aesthetics.md,05 Prospects/Scrape 2026-07-19/Vrudhii Aesthetics.md,move,content-based routing → 05 Prospects/Scrape 2026-07-19,high
clinics/master-scrape-log.csv,05 Prospects/Scrape 2026-07-19/master-scrape-log.csv,move,content-based routing → 05 Prospects/Scrape 2026-07-19,high
verify-2026-08-18/DISQUALIFIED.md,05 Prospects/Verify 2026-08-18/Disqualified 2026-08-18.md,move,content-based routing → 05 Prospects/Verify 2026-08-18 | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3),high
verify-2026-08-18/ENQUIRY-FLOW-SHORTLIST.md,05 Prospects/Verify 2026-08-18/Enquiry Flow Shortlist 2026-08-19.md,move,content-based routing → 05 Prospects/Verify 2026-08-18,high
verify-2026-08-18/FINAL-TABLE.md,05 Prospects/Verify 2026-08-18/Final Table.md,flag-merge-candidate,"content-based routing → 05 Prospects/Verify 2026-08-18 | renamed; 2 file(s) cite the old name in prose — update in the same commit (rule 3) | MERGE CANDIDATE with 'verify-2026-08-18/QUALIFIED-LEADS-2026-08-19.md': Clinic table (IG followers / Google reviews / Meta ads / Google ads) rows e.g. dr_shettys_cosmetic_centre, Hairline International — QUALIFIED-LEADS re-sorts the table into Qualified / Borderline / Held back sections",high
verify-2026-08-18/QUALIFIED-LEADS-2026-08-19.md,05 Prospects/Verify 2026-08-18/Qualified Leads 2026-08-19.md,flag-merge-candidate,"content-based routing → 05 Prospects/Verify 2026-08-18 | MERGE CANDIDATE with 'verify-2026-08-18/FINAL-TABLE.md': Clinic table (IG followers / Google reviews / Meta ads / Google ads) rows e.g. dr_shettys_cosmetic_centre, Hairline International — QUALIFIED-LEADS re-sorts the table into Qualified / Borderline / Held back sections",high
verify-2026-08-18/QUALIFIED-LEADS-2026-08-20.md,05 Prospects/Verify 2026-08-18/Qualified Leads 2026-08-20.md,move,content-based routing → 05 Prospects/Verify 2026-08-18,high
verify-2026-08-18/RESUME.md,05 Prospects/Verify 2026-08-18/Resume Note 2026-08-18.md,move,content-based routing → 05 Prospects/Verify 2026-08-18,high
verify-2026-08-18/domains.json,05 Prospects/Verify 2026-08-18/domains.json,move,content-based routing → 05 Prospects/Verify 2026-08-18,high
verify-2026-08-18/doms.txt,05 Prospects/Verify 2026-08-18/doms.txt,move,content-based routing → 05 Prospects/Verify 2026-08-18,high
verify-2026-08-18/fetchig.sh,05 Prospects/Verify 2026-08-18/fetchig.sh,move,content-based routing → 05 Prospects/Verify 2026-08-18,high
verify-2026-08-18/gads.json,05 Prospects/Verify 2026-08-18/gads.json,move,content-based routing → 05 Prospects/Verify 2026-08-18,high
verify-2026-08-18/gbp.json,05 Prospects/Verify 2026-08-18/gbp.json,move,content-based routing → 05 Prospects/Verify 2026-08-18,high
verify-2026-08-18/state.json,05 Prospects/Verify 2026-08-18/state.json,move,content-based routing → 05 Prospects/Verify 2026-08-18,high
outreach-emails-utkarsha-keshav-karishma-dixit-juvita.md,06 Outreach Drafts/Cold Emails Utkarsha Keshav Karishma Dixit Juvita.md,move,content-based routing → 06 Outreach Drafts,high
outreach-drafts-glow-clinic.md,06 Outreach Drafts/Outreach Drafts Glow Clinic.md,move,content-based routing → 06 Outreach Drafts,high
outreach-drafts-ministry-of-skin.md,06 Outreach Drafts/Outreach Drafts Ministry of Skin.md,move,content-based routing → 06 Outreach Drafts | renamed; 2 file(s) cite the old name in prose — update in the same commit (rule 3),high
outreach-drafts-utkarsha-to-evenly.md,06 Outreach Drafts/Outreach Drafts Utkarsha to Evenly.md,move,content-based routing → 06 Outreach Drafts | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3),high
outreach-drafts-vtiara.md,06 Outreach Drafts/Outreach Drafts Vtiara.md,move,content-based routing → 06 Outreach Drafts,high
One-page-docs/Aesthetica Veda - Revenue Diagnostic.html,07 One-Pagers/Aesthetica Veda - Revenue Diagnostic.html,move,content-based routing → 07 One-Pagers,high
One-page-docs/Aesthetica Veda - Revenue Diagnostic.jpg,07 One-Pagers/Aesthetica Veda - Revenue Diagnostic.jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/Aesthetica Veda - Revenue Diagnostic.pdf,07 One-Pagers/Aesthetica Veda - Revenue Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/Aesthetica Veda - Revenue Diagnostic.png,07 One-Pagers/Aesthetica Veda - Revenue Diagnostic.png,move,content-based routing → 07 One-Pagers,high
One-page-docs/Akera Health - Enquiry Diagnostic.html,07 One-Pagers/Akera Health - Enquiry Diagnostic.html,move,content-based routing → 07 One-Pagers,high
One-page-docs/Akera Health - Enquiry Diagnostic.jpg,07 One-Pagers/Akera Health - Enquiry Diagnostic.jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/Akera Health - Enquiry Diagnostic.pdf,07 One-Pagers/Akera Health - Enquiry Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/Akera Health - Enquiry Diagnostic.png,07 One-Pagers/Akera Health - Enquiry Diagnostic.png,move,content-based routing → 07 One-Pagers,high
One-page-docs/Ara Skin Clinic - Enquiry Diagnostic.html,07 One-Pagers/Ara Skin Clinic - Enquiry Diagnostic.html,move,content-based routing → 07 One-Pagers,high
One-page-docs/Ara Skin Clinic - Enquiry Diagnostic.jpg,07 One-Pagers/Ara Skin Clinic - Enquiry Diagnostic.jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/Ara Skin Clinic - Enquiry Diagnostic.pdf,07 One-Pagers/Ara Skin Clinic - Enquiry Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/Ara Skin Clinic - Enquiry Diagnostic.png,07 One-Pagers/Ara Skin Clinic - Enquiry Diagnostic.png,move,content-based routing → 07 One-Pagers,high
One-page-docs/AvatarLuxe - A Revenue Diagnostic (WhatsApp image).jpg,07 One-Pagers/AvatarLuxe - A Revenue Diagnostic (WhatsApp image).jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/AvatarLuxe - A Revenue Diagnostic.pdf,07 One-Pagers/AvatarLuxe - A Revenue Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/Clinic Next Face - A Revenue Diagnostic (WhatsApp image).jpg,07 One-Pagers/Clinic Next Face - A Revenue Diagnostic (WhatsApp image).jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/Clinic Next Face - A Revenue Diagnostic.pdf,07 One-Pagers/Clinic Next Face - A Revenue Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/Cozmo Blis - What We Found.pdf,07 One-Pagers/Cozmo Blis - What We Found.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/DNA Skin Clinic - A Revenue Diagnostic (WhatsApp image).jpg,07 One-Pagers/DNA Skin Clinic - A Revenue Diagnostic (WhatsApp image).jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/DNA Skin Clinic - A Revenue Diagnostic.pdf,07 One-Pagers/DNA Skin Clinic - A Revenue Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/DNA Skin Clinic - Revenue Diagnostic.html,07 One-Pagers/DNA Skin Clinic - Revenue Diagnostic.html,move,content-based routing → 07 One-Pagers,high
One-page-docs/DNA Skin Clinic - Revenue Diagnostic.jpg,07 One-Pagers/DNA Skin Clinic - Revenue Diagnostic.jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/DNA Skin Clinic - Revenue Diagnostic.pdf,07 One-Pagers/DNA Skin Clinic - Revenue Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/DNA Skin Clinic - Revenue Diagnostic.png,07 One-Pagers/DNA Skin Clinic - Revenue Diagnostic.png,move,content-based routing → 07 One-Pagers,high
One-page-docs/Derma Solutions - Enquiry Diagnostic.html,07 One-Pagers/Derma Solutions - Enquiry Diagnostic.html,move,content-based routing → 07 One-Pagers,high
One-page-docs/Derma Solutions - Enquiry Diagnostic.jpg,07 One-Pagers/Derma Solutions - Enquiry Diagnostic.jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/Derma Solutions - Enquiry Diagnostic.pdf,07 One-Pagers/Derma Solutions - Enquiry Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/Derma Solutions - Enquiry Diagnostic.png,07 One-Pagers/Derma Solutions - Enquiry Diagnostic.png,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dermatonik Aesthetic Clinic - Enquiry Diagnostic.html,07 One-Pagers/Dermatonik Aesthetic Clinic - Enquiry Diagnostic.html,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dermatonik Aesthetic Clinic - Enquiry Diagnostic.jpg,07 One-Pagers/Dermatonik Aesthetic Clinic - Enquiry Diagnostic.jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dermatonik Aesthetic Clinic - Enquiry Diagnostic.pdf,07 One-Pagers/Dermatonik Aesthetic Clinic - Enquiry Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dermatonik Aesthetic Clinic - Enquiry Diagnostic.png,07 One-Pagers/Dermatonik Aesthetic Clinic - Enquiry Diagnostic.png,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dermaville Skin Clinic - Revenue Diagnostic.html,07 One-Pagers/Dermaville Skin Clinic - Revenue Diagnostic.html,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dermaville Skin Clinic - Revenue Diagnostic.jpg,07 One-Pagers/Dermaville Skin Clinic - Revenue Diagnostic.jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dermaville Skin Clinic - Revenue Diagnostic.pdf,07 One-Pagers/Dermaville Skin Clinic - Revenue Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dermaville Skin Clinic - Revenue Diagnostic.png,07 One-Pagers/Dermaville Skin Clinic - Revenue Diagnostic.png,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dr. Dixit - Revenue Diagnostic.html,07 One-Pagers/Dr. Dixit - Revenue Diagnostic.html,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dr. Dixit - Revenue Diagnostic.jpg,07 One-Pagers/Dr. Dixit - Revenue Diagnostic.jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dr. Dixit - Revenue Diagnostic.pdf,07 One-Pagers/Dr. Dixit - Revenue Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dr. Dixit - Revenue Diagnostic.png,07 One-Pagers/Dr. Dixit - Revenue Diagnostic.png,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dr. Juvita Aesthetics - Revenue Diagnostic.html,07 One-Pagers/Dr. Juvita Aesthetics - Revenue Diagnostic.html,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dr. Juvita Aesthetics - Revenue Diagnostic.jpg,07 One-Pagers/Dr. Juvita Aesthetics - Revenue Diagnostic.jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dr. Juvita Aesthetics - Revenue Diagnostic.pdf,07 One-Pagers/Dr. Juvita Aesthetics - Revenue Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
